doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,OA Status
10.1111/papr.12705,,,,,FALSE,,2,https://doi.org/10.1111/papr.12705,journal-article,FALSE,FALSE,FALSE,FALSE,1530-7085,1530-7085,Pain Practice,closed,6/14/2018,Wiley,Closed
10.1111/jdv.15002,,,,,FALSE,,2,https://doi.org/10.1111/jdv.15002,journal-article,FALSE,FALSE,FALSE,FALSE,0926-9959,"0926-9959,1468-3083",Journal of the European Academy of Dermatology and Venereology,closed,5/27/2018,Wiley,Closed
10.1111/bph.14333,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6003649?pdf=render,TRUE,publishedVersion,2,https://doi.org/10.1111/bph.14333,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1188,0007-1188,British Journal of Pharmacology,green,5/22/2018,Wiley,Archived manuscript
10.1002/ppul.25172,,,,,FALSE,,2,https://doi.org/10.1002/ppul.25172,journal-article,FALSE,FALSE,FALSE,FALSE,1099-0496,"8755-6863,1099-0496",Pediatric Pulmonology,closed,11/24/2020,Wiley,Closed
10.1002/pbc.28278,oa repository (via OAI-PMH title and first author match),repository,,https://digitalcommons.chapman.edu/cgi/viewcontent.cgi?article=1220&context=psychology_articles,TRUE,submittedVersion,2,https://doi.org/10.1002/pbc.28278,journal-article,TRUE,FALSE,FALSE,FALSE,1545-5009,"1545-5009,1545-5017",Pediatric Blood & Cancer,green,8/2/2020,Wiley,Archived manuscript
10.1002/ece3.6379,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1002/ece3.6379,TRUE,publishedVersion,2,https://doi.org/10.1002/ece3.6379,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7758,"2045-7758,2045-7758",Ecology and Evolution,gold,6/15/2020,Wiley,Full OA journal
10.1002/jnr.24596,,,,,FALSE,,2,https://doi.org/10.1002/jnr.24596,journal-article,FALSE,FALSE,FALSE,FALSE,0360-4012,"0360-4012,1097-4547",Journal of Neuroscience Research,closed,2/13/2020,Wiley,Closed
10.1111/jar.12849,,,,,FALSE,,2,https://doi.org/10.1111/jar.12849,journal-article,FALSE,FALSE,FALSE,FALSE,1360-2322,"1360-2322,1468-3148",Journal of Applied Research in Intellectual Disabilities,closed,12/13/2020,Wiley,Closed
10.1002/anie.201811728,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/anie.201811728,TRUE,acceptedVersion,2,https://doi.org/10.1002/anie.201811728,journal-article,TRUE,FALSE,FALSE,FALSE,1433-7851,"1433-7851,1521-3773",Angewandte Chemie International Edition,bronze,1/18/2019,Wiley,Archived manuscript
10.1002/hbm.24425,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6865587?pdf=render,TRUE,publishedVersion,2,https://doi.org/10.1002/hbm.24425,journal-article,TRUE,FALSE,FALSE,FALSE,1065-9471,"1065-9471,1097-0193",Human Brain Mapping,green,10/11/2018,Wiley,Archived manuscript
10.1111/coep.12445,oa repository (via OAI-PMH title and first author match),repository,,https://www.nber.org/system/files/working_papers/w25231/w25231.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/coep.12445,journal-article,TRUE,FALSE,FALSE,FALSE,1074-3529,"1074-3529,1465-7287",Contemporary Economic Policy,green,9/29/2019,Wiley,Archived manuscript
10.1002/ncp.10192,,,,,FALSE,,2,https://doi.org/10.1002/ncp.10192,journal-article,FALSE,FALSE,FALSE,FALSE,0884-5336,0884-5336,Nutrition in Clinical Practice,closed,9/12/2018,Wiley,Closed
10.1111/jmcb.12457,oa repository (via OAI-PMH title and last author match),repository,,http://www.nber.org/papers/w21684.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/jmcb.12457,journal-article,TRUE,FALSE,FALSE,FALSE,0022-2879,0022-2879,"Journal of Money, Credit and Banking",green,1/22/2018,Wiley,Archived manuscript
10.1111/ijd.15071,,,,,FALSE,,2,https://doi.org/10.1111/ijd.15071,journal-article,FALSE,FALSE,FALSE,FALSE,0011-9059,"0011-9059,1365-4632",International Journal of Dermatology,closed,7/25/2020,Wiley,Closed
10.1002/pam.22202,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8188827,TRUE,acceptedVersion,2,https://doi.org/10.1002/pam.22202,journal-article,TRUE,FALSE,FALSE,FALSE,0276-8739,"0276-8739,1520-6688",Journal of Policy Analysis and Management,green,2/23/2020,Wiley,Archived manuscript
10.1111/ejss.12863,,,,,FALSE,,2,https://doi.org/10.1111/ejss.12863,journal-article,FALSE,FALSE,FALSE,FALSE,1351-0754,1351-0754,European Journal of Soil Science,closed,8/2/2019,Wiley,Closed
10.1002/jpen.1181,,,,,FALSE,,2,https://doi.org/10.1002/jpen.1181,journal-article,FALSE,FALSE,FALSE,FALSE,0148-6071,"0148-6071,1941-2444",Journal of Parenteral and Enteral Nutrition,closed,5/30/2018,Wiley,Closed
10.1002/job.2361,,,,,FALSE,,2,https://doi.org/10.1002/job.2361,journal-article,FALSE,FALSE,FALSE,FALSE,0894-3796,"0894-3796,1099-1379",Journal of Organizational Behavior,closed,3/7/2019,Wiley,Closed
10.1002/wmh3.315,,,,,FALSE,,2,https://doi.org/10.1002/wmh3.315,journal-article,FALSE,FALSE,FALSE,FALSE,1948-4682,"1948-4682,1948-4682",World Medical & Health Policy,closed,9/1/2019,Wiley,Closed
10.1111/1365-2664.13743,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/1365-2664.13743,TRUE,acceptedVersion,2,https://doi.org/10.1111/1365-2664.13743,journal-article,TRUE,FALSE,FALSE,FALSE,0021-8901,"0021-8901,1365-2664",Journal of Applied Ecology,bronze,9/22/2020,Wiley,Archived manuscript
10.1002/ajh.25917,,,,,FALSE,,2,https://doi.org/10.1002/ajh.25917,journal-article,FALSE,FALSE,FALSE,FALSE,0361-8609,"0361-8609,1096-8652",American Journal of Hematology,closed,7/21/2020,Wiley,Closed
10.1111/ina.12700,,,,,FALSE,,2,https://doi.org/10.1111/ina.12700,journal-article,FALSE,FALSE,FALSE,FALSE,0905-6947,"0905-6947,1600-0668",Indoor Air,closed,6/22/2020,Wiley,Closed
10.1111/jdv.15731,,,,,FALSE,,2,https://doi.org/10.1111/jdv.15731,journal-article,FALSE,FALSE,FALSE,FALSE,0926-9959,"0926-9959,1468-3083",Journal of the European Academy of Dermatology and Venereology,closed,7/2/2019,Wiley,Closed
10.1111/hdi.12753,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt3nn2b1mh/qt3nn2b1mh.pdf?t=pq1ztr,TRUE,publishedVersion,2,https://doi.org/10.1111/hdi.12753,journal-article,TRUE,FALSE,FALSE,FALSE,1492-7535,"1492-7535,1542-4758",Hemodialysis International,green,3/29/2019,Wiley,Archived manuscript
10.1111/sode.12337,oa repository (via OAI-PMH doi match),repository,,https://biblio.ugent.be/publication/8573184/file/8573185.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/sode.12337,journal-article,TRUE,FALSE,FALSE,FALSE,0961-205X,"0961-205X,1467-9507",Social Development,green,10/15/2018,Wiley,Archived manuscript
10.1002/rev3.3114,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt28c0j0hf/qt28c0j0hf.pdf?t=q6o3r8,TRUE,publishedVersion,2,https://doi.org/10.1002/rev3.3114,journal-article,TRUE,FALSE,FALSE,FALSE,2049-6613,2049-6613,Review of Education,green,5/27/2018,Wiley,Archived manuscript
10.1002/da.22897,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6721597?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/da.22897,journal-article,TRUE,FALSE,FALSE,FALSE,1091-4269,"1091-4269,1520-6394",Depression and Anxiety,green,4/17/2019,Wiley,Archived manuscript
10.1002/rrq.345,,,,,FALSE,,2,https://doi.org/10.1002/rrq.345,journal-article,FALSE,FALSE,FALSE,FALSE,0034-0553,"0034-0553,1936-2722",Reading Research Quarterly,closed,9/1/2020,Wiley,Closed
10.1111/jmi.12852,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/jmi.12852,TRUE,acceptedVersion,2,https://doi.org/10.1111/jmi.12852,journal-article,TRUE,FALSE,FALSE,FALSE,0022-2720,"0022-2720,1365-2818",Journal of Microscopy,bronze,1/13/2020,Wiley,Archived manuscript
10.1002/lary.27234,,,,,FALSE,,2,https://doi.org/10.1002/lary.27234,journal-article,FALSE,FALSE,FALSE,FALSE,0023-852X,0023-852X,The Laryngoscope,closed,5/14/2018,Wiley,Closed
10.1111/1748-8583.12266,,,,,FALSE,,2,https://doi.org/10.1111/1748-8583.12266,journal-article,FALSE,FALSE,FALSE,FALSE,0954-5395,"0954-5395,1748-8583",Human Resource Management Journal,closed,3/7/2020,Wiley,Closed
10.15252/emmm.201809386,oa journal (via doaj),publisher,cc-by,https://doi.org/10.15252/emmm.201809386,TRUE,publishedVersion,2,https://doi.org/10.15252/emmm.201809386,journal-article,TRUE,FALSE,TRUE,TRUE,1757-4676,"1757-4676,1757-4684",EMBO Molecular Medicine,gold,11/29/2019,EMBO,Full OA journal
10.1111/ejn.14067,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6113083?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/ejn.14067,journal-article,TRUE,FALSE,FALSE,FALSE,0953-816X,0953-816X,European Journal of Neuroscience,green,8/1/2018,Wiley,Archived manuscript
10.1002/arco.5143,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/arco.5143,TRUE,acceptedVersion,2,https://doi.org/10.1002/arco.5143,journal-article,TRUE,FALSE,FALSE,FALSE,0728-4896,"0728-4896,1834-4453",Archaeology in Oceania,bronze,10/30/2017,Wiley,Archived manuscript
10.1002/ana.25905,,,,,FALSE,,2,https://doi.org/10.1002/ana.25905,journal-article,FALSE,FALSE,FALSE,FALSE,0364-5134,"0364-5134,1531-8249",Annals of Neurology,closed,10/9/2020,Wiley,Closed
10.1111/lasr.12457,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt82v302bq/qt82v302bq.pdf?t=qgqwmo,TRUE,publishedVersion,2,https://doi.org/10.1111/lasr.12457,journal-article,TRUE,FALSE,FALSE,FALSE,0023-9216,"0023-9216,1540-5893",Law & Society Review,green,1/29/2020,Wiley,Archived manuscript
10.1111/acer.14282,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7069800,TRUE,acceptedVersion,2,https://doi.org/10.1111/acer.14282,journal-article,TRUE,FALSE,FALSE,FALSE,0145-6008,"0145-6008,1530-0277",Alcoholism: Clinical and Experimental Research,green,2/18/2020,Wiley,Archived manuscript
10.1111/joms.12534,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt811454w1/qt811454w1.pdf?t=q9hwu5,TRUE,submittedVersion,2,https://doi.org/10.1111/joms.12534,journal-article,TRUE,FALSE,FALSE,FALSE,0022-2380,"0022-2380,1467-6486",Journal of Management Studies,green,10/16/2019,Wiley,Archived manuscript
10.1111/rda.13858,,,,,FALSE,,2,https://doi.org/10.1111/rda.13858,journal-article,FALSE,FALSE,FALSE,FALSE,0936-6768,"0936-6768,1439-0531",Reproduction in Domestic Animals,closed,11/22/2020,Wiley,Closed
10.1002/advs.201903140,oa journal (via doaj),publisher,cc-by,https://doi.org/10.1002/advs.201903140,TRUE,publishedVersion,2,https://doi.org/10.1002/advs.201903140,journal-article,TRUE,FALSE,TRUE,TRUE,2198-3844,"2198-3844,2198-3844",Advanced Science,gold,6/16/2020,Wiley,Full OA journal
10.1002/smj.3094,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt6m6788kx/qt6m6788kx.pdf?t=pyoykf,TRUE,submittedVersion,2,https://doi.org/10.1002/smj.3094,journal-article,TRUE,FALSE,FALSE,FALSE,0143-2095,"0143-2095,1097-0266",Strategic Management Journal,green,11/15/2019,Wiley,Archived manuscript
10.1111/infa.12263,oa repository (via OAI-PMH title and first author match),repository,,https://discovery.ucl.ac.uk/10055193/1/Ensink%20costs%20of%20not%20getting%20to%20know%20you.pdf,TRUE,submittedVersion,2,https://doi.org/10.1111/infa.12263,journal-article,TRUE,FALSE,FALSE,FALSE,1532-7078,1525-0008,Infancy,green,10/11/2018,Wiley,Archived manuscript
10.1002/anie.202000318,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1002/anie.202000318,TRUE,acceptedVersion,2,https://doi.org/10.1002/anie.202000318,journal-article,TRUE,FALSE,FALSE,FALSE,1433-7851,"1433-7851,1521-3773",Angewandte Chemie International Edition,bronze,8/20/2020,Wiley,Archived manuscript
10.1002/jemt.23425,,,,,FALSE,,2,https://doi.org/10.1002/jemt.23425,journal-article,FALSE,FALSE,FALSE,FALSE,1059-910X,"1059-910X,1097-0029",Microscopy Research and Technique,closed,4/1/2020,Wiley,Closed
10.1111/1911-3846.12601,,,,,FALSE,,2,https://doi.org/10.1111/1911-3846.12601,journal-article,FALSE,FALSE,FALSE,FALSE,0823-9150,"0823-9150,1911-3846",Contemporary Accounting Research,closed,11/2/2020,Wiley,Closed
10.1111/cogs.12825,,,,,FALSE,,2,https://doi.org/10.1111/cogs.12825,journal-article,FALSE,FALSE,FALSE,FALSE,0364-0213,"0364-0213,1551-6709",Cognitive Science,closed,3/1/2020,Wiley,Closed
10.1111/biom.12962,,,,,FALSE,,2,https://doi.org/10.1111/biom.12962,journal-article,FALSE,FALSE,FALSE,FALSE,0006-341X,"0006-341X,1541-0420",Biometrics,closed,9/19/2018,Wiley,Closed
10.1111/jgs.15508,,,,,FALSE,,2,https://doi.org/10.1111/jgs.15508,journal-article,FALSE,FALSE,FALSE,FALSE,0002-8614,"0002-8614,1532-5415",Journal of the American Geriatrics Society,closed,9/17/2018,Wiley,Closed
10.1111/sdi.12701,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6035086?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/sdi.12701,journal-article,TRUE,FALSE,FALSE,FALSE,0894-0959,0894-0959,Seminars in Dialysis,green,5/7/2018,Wiley,Archived manuscript
10.1002/da.22719,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc5889323?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/da.22719,journal-article,TRUE,FALSE,FALSE,FALSE,1091-4269,1091-4269,Depression and Anxiety,green,2/2/2018,Wiley,Archived manuscript
10.1111/1556-4029.13687,,,,,FALSE,,2,https://doi.org/10.1111/1556-4029.13687,journal-article,FALSE,FALSE,FALSE,FALSE,0022-1198,0022-1198,Journal of Forensic Sciences,closed,1/1/2018,Wiley,Closed
10.1111/biom.13346,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/biom.13346,TRUE,acceptedVersion,2,https://doi.org/10.1111/biom.13346,journal-article,TRUE,FALSE,FALSE,FALSE,0006-341X,"0006-341X,1541-0420",Biometrics,bronze,8/4/2020,Wiley,Archived manuscript
10.1002/ente.202000095,,,,,FALSE,,2,https://doi.org/10.1002/ente.202000095,journal-article,FALSE,FALSE,FALSE,FALSE,2194-4288,"2194-4288,2194-4296",Energy Technology,closed,6/4/2020,Wiley,Closed
10.1002/joc.6035,,,,,FALSE,,2,https://doi.org/10.1002/joc.6035,journal-article,FALSE,FALSE,FALSE,FALSE,0899-8418,"0899-8418,1097-0088",International Journal of Climatology,closed,3/19/2019,Wiley,Closed
10.1002/mp.13300,oa repository (via OAI-PMH doi match),repository,,http://arxiv.org/pdf/1808.05238,TRUE,submittedVersion,2,https://doi.org/10.1002/mp.13300,journal-article,TRUE,FALSE,FALSE,FALSE,0094-2405,"0094-2405,2473-4209",Medical Physics,green,12/17/2018,Wiley,Archived manuscript
10.1002/aelm.201800055,oa repository (via OAI-PMH doi match),repository,,http://arxiv.org/pdf/1803.07402,TRUE,submittedVersion,2,https://doi.org/10.1002/aelm.201800055,journal-article,TRUE,FALSE,FALSE,FALSE,2199-160X,2199-160X,Advanced Electronic Materials,green,4/30/2018,Wiley,Archived manuscript
10.1111/den.13643,,,,,FALSE,,2,https://doi.org/10.1111/den.13643,journal-article,FALSE,FALSE,FALSE,FALSE,0915-5635,"0915-5635,1443-1661",Digestive Endoscopy,closed,3/20/2020,Wiley,Closed
10.1002/pbc.26973,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc6746182?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/pbc.26973,journal-article,TRUE,FALSE,FALSE,FALSE,1545-5009,1545-5009,Pediatric Blood & Cancer,green,1/19/2018,Wiley,Archived manuscript
10.1002/ajmg.a.38679,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc5918292?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/ajmg.a.38679,journal-article,TRUE,FALSE,FALSE,FALSE,1552-4825,"1552-4825,1552-4833",American Journal of Medical Genetics Part A,green,4/21/2018,Wiley,Archived manuscript
10.2136/vzj2018.04.0081,oa journal (via doaj),publisher,cc-by-nc-nd,https://doi.org/10.2136/vzj2018.04.0081,TRUE,publishedVersion,2,https://doi.org/10.2136/vzj2018.04.0081,journal-article,TRUE,FALSE,TRUE,TRUE,1539-1663,1539-1663,Vadose Zone Journal,gold,1/1/2018,Wiley,Full OA journal
10.1111/xen.12432,,,,,FALSE,,2,https://doi.org/10.1111/xen.12432,journal-article,FALSE,FALSE,FALSE,FALSE,0908-665X,0908-665X,Xenotransplantation,closed,7/27/2018,Wiley,Closed
10.1002/hipo.22820,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc5777901?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1002/hipo.22820,journal-article,TRUE,FALSE,FALSE,FALSE,1050-9631,1050-9631,Hippocampus,green,1/10/2018,Wiley,Archived manuscript
10.1002/alr.22486,,,,,FALSE,,2,https://doi.org/10.1002/alr.22486,journal-article,FALSE,FALSE,FALSE,FALSE,2042-6976,"2042-6976,2042-6984",International Forum of Allergy & Rhinology,closed,2/27/2020,Wiley,Closed
10.1111/jcpp.12850,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc5975095?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/jcpp.12850,journal-article,TRUE,FALSE,FALSE,FALSE,0021-9630,0021-9630,Journal of Child Psychology and Psychiatry,green,12/2/2017,Wiley,Archived manuscript
10.1111/gcb.14042,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/gcb.14042,TRUE,acceptedVersion,2,https://doi.org/10.1111/gcb.14042,journal-article,TRUE,FALSE,FALSE,FALSE,1354-1013,"1354-1013,1365-2486",Global Change Biology,bronze,2/16/2018,Wiley,Archived manuscript
10.1111/jors.12508,oa repository (via OAI-PMH title and first author match),repository,,https://research.upjohn.org/cgi/viewcontent.cgi?article=1068&context=presentations,TRUE,submittedVersion,2,https://doi.org/10.1111/jors.12508,journal-article,TRUE,FALSE,FALSE,FALSE,0022-4146,"0022-4146,1467-9787",Journal of Regional Science,green,9/7/2020,Wiley,Archived manuscript
10.1111/soin.12323,,,,,FALSE,,2,https://doi.org/10.1111/soin.12323,journal-article,FALSE,FALSE,FALSE,FALSE,0038-0245,"0038-0245,1475-682X",Sociological Inquiry,closed,9/12/2019,Wiley,Closed
10.1002/ijop.12719,,,,,FALSE,,2,https://doi.org/10.1002/ijop.12719,journal-article,FALSE,FALSE,FALSE,FALSE,0020-7594,"0020-7594,1464-066X",International Journal of Psychology,closed,10/10/2020,Wiley,Closed
10.1111/jdv.15291,,,,,FALSE,,2,https://doi.org/10.1111/jdv.15291,journal-article,FALSE,FALSE,FALSE,FALSE,0926-9959,"0926-9959,1468-3083",Journal of the European Academy of Dermatology and Venereology,closed,11/13/2018,Wiley,Closed
10.1111/bjh.14398,oa repository (via OAI-PMH doi match),repository,,https://europepmc.org/articles/pmc7021206?pdf=render,TRUE,acceptedVersion,2,https://doi.org/10.1111/bjh.14398,journal-article,TRUE,FALSE,FALSE,FALSE,0007-1048,0007-1048,British Journal of Haematology,green,10/21/2016,Wiley,Archived manuscript
10.1002/smtd.201900061,,,,,FALSE,,2,https://doi.org/10.1002/smtd.201900061,journal-article,FALSE,FALSE,FALSE,FALSE,2366-9608,"2366-9608,2366-9608",Small Methods,closed,5/15/2019,Wiley,Closed
10.1111/jofi.12695,oa repository (via OAI-PMH doi match),repository,,https://www.alexandria.unisg.ch/254894/1/WPbonds.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1111/jofi.12695,journal-article,TRUE,FALSE,FALSE,FALSE,0022-1082,0022-1082,The Journal of Finance,green,7/20/2018,Wiley,Archived manuscript
10.1111/pan.14071,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt12s2j1jp/qt12s2j1jp.pdf?t=qkcv6g,TRUE,submittedVersion,2,https://doi.org/10.1111/pan.14071,journal-article,TRUE,FALSE,FALSE,FALSE,1155-5645,"1155-5645,1460-9592",Pediatric Anesthesia,green,11/29/2020,Wiley,Archived manuscript
10.1111/jofi.12947,,,,,FALSE,,2,https://doi.org/10.1111/jofi.12947,journal-article,FALSE,FALSE,FALSE,FALSE,0022-1082,"0022-1082,1540-6261",The Journal of Finance,closed,5/29/2020,Wiley,Closed
10.1111/jgs.15990,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6732042,TRUE,acceptedVersion,2,https://doi.org/10.1111/jgs.15990,journal-article,TRUE,FALSE,FALSE,FALSE,0002-8614,"0002-8614,1532-5415",Journal of the American Geriatrics Society,green,6/6/2019,Wiley,Archived manuscript
10.1002/term.2997,oa repository (via OAI-PMH title and first author match),repository,,https://escholarship.org/content/qt86d5j225/qt86d5j225.pdf?t=q4gour,TRUE,publishedVersion,2,https://doi.org/10.1002/term.2997,journal-article,TRUE,FALSE,FALSE,FALSE,1932-6254,"1932-6254,1932-7005",Journal of Tissue Engineering and Regenerative Medicine,green,1/6/2020,Wiley,Archived manuscript
10.1111/spc3.12468,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7485933,TRUE,acceptedVersion,2,https://doi.org/10.1111/spc3.12468,journal-article,TRUE,FALSE,FALSE,FALSE,1751-9004,"1751-9004,1751-9004",Social and Personality Psychology Compass,green,5/28/2019,Wiley,Archived manuscript
10.1111/acel.12832,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acel.12832,TRUE,publishedVersion,2,https://doi.org/10.1111/acel.12832,journal-article,TRUE,FALSE,TRUE,TRUE,1474-9718,1474-9718,Aging Cell,gold,10/2/2018,Wiley,Full OA journal
10.1002/mus.26750,,,,,FALSE,,2,https://doi.org/10.1002/mus.26750,journal-article,FALSE,FALSE,FALSE,FALSE,0148-639X,"0148-639X,1097-4598",Muscle & Nerve,closed,11/6/2019,Wiley,Closed
10.1111/echo.14479,,,,,FALSE,,2,https://doi.org/10.1111/echo.14479,journal-article,FALSE,FALSE,FALSE,FALSE,0742-2822,"0742-2822,1540-8175",Echocardiography,closed,9/9/2019,Wiley,Closed
10.1002/smll.201902333,,,,,FALSE,,2,https://doi.org/10.1002/smll.201902333,journal-article,FALSE,FALSE,FALSE,FALSE,1613-6810,"1613-6810,1613-6829",Small,closed,6/28/2019,Wiley,Closed
10.1002/jnr.24415,oa repository (via OAI-PMH doi match),repository,,https://hal.archives-ouvertes.fr/hal-02380006/file/Badaut-JNR-2019.pdf,TRUE,publishedVersion,2,https://doi.org/10.1002/jnr.24415,journal-article,TRUE,FALSE,FALSE,FALSE,0360-4012,"0360-4012,1097-4547",Journal of Neuroscience Research,green,3/27/2019,Wiley,Archived manuscript
10.1002/ece3.6936,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.6936,TRUE,publishedVersion,2,https://doi.org/10.1002/ece3.6936,journal-article,TRUE,FALSE,TRUE,TRUE,2045-7758,"2045-7758,2045-7758",Ecology and Evolution,gold,11/20/2020,Wiley,Full OA journal
10.1002/brb3.1523,oa journal (via doaj),publisher,cc-by,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.1523,TRUE,publishedVersion,2,https://doi.org/10.1002/brb3.1523,journal-article,TRUE,FALSE,TRUE,TRUE,2162-3279,"2162-3279,2162-3279",Brain and Behavior,gold,1/9/2020,Wiley,Full OA journal
10.1111/jace.17402,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/jace.17402,TRUE,acceptedVersion,2,https://doi.org/10.1111/jace.17402,journal-article,TRUE,FALSE,FALSE,FALSE,0002-7820,"0002-7820,1551-2916",Journal of the American Ceramic Society,bronze,8/20/2020,Wiley,Archived manuscript
10.1002/mus.26803,,,,,FALSE,,2,https://doi.org/10.1002/mus.26803,journal-article,FALSE,FALSE,FALSE,FALSE,0148-639X,"0148-639X,1097-4598",Muscle & Nerve,closed,1/21/2020,Wiley,Closed
10.1002/pbc.28124,oa repository (via pmcid lookup),repository,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8266302,TRUE,acceptedVersion,2,https://doi.org/10.1002/pbc.28124,journal-article,TRUE,FALSE,FALSE,FALSE,1545-5009,"1545-5009,1545-5017",Pediatric Blood & Cancer,green,12/18/2019,Wiley,Archived manuscript
10.1002/jcb.27515,,,,,FALSE,,2,https://doi.org/10.1002/jcb.27515,journal-article,FALSE,FALSE,FALSE,FALSE,0730-2312,"0730-2312,1097-4644",Journal of Cellular Biochemistry,closed,9/11/2018,Wiley,Closed
10.1002/cta.2919,,,,,FALSE,,2,https://doi.org/10.1002/cta.2919,journal-article,FALSE,FALSE,FALSE,FALSE,0098-9886,"0098-9886,1097-007X",International Journal of Circuit Theory and Applications,closed,12/22/2020,Wiley,Closed
10.1111/biom.13314,"open (via crossref license, author manuscript)",publisher,"publisher-specific, author manuscript: http://onlinelibrary.wiley.com/termsAndConditions#am",https://rss.onlinelibrary.wiley.com/doi/am-pdf/10.1111/biom.13314,TRUE,acceptedVersion,2,https://doi.org/10.1111/biom.13314,journal-article,TRUE,FALSE,FALSE,FALSE,0006-341X,"0006-341X,1541-0420",Biometrics,bronze,6/28/2020,Wiley,Archived manuscript
